station_id,station_name,station_brand,longitude,latitude
node/4720232050,Unknown Station,Unknown Brand,29.3519893,40.824074
node/4720232051,Unknown Station,Unknown Brand,29.3625531,40.8171858
node/4724575294,TotalEnergies,TotalEnergies,29.2397197,41.0521545
node/4730251788,Shell,Shell,29.0022542,41.0657131
node/4771613236,Opet,Opet,28.4551489,41.223032
node/4779866887,Opet,Opet,29.3156064,40.9264845
node/4779867627,Unknown Station,Unknown Brand,29.2720354,40.9650131
node/4779867647,Petrol Ofisi,Petrol Ofisi,29.2406807,40.9748828
node/4779890036,Shell,Shell,29.2686629,40.899134
node/4807075794,Aygaz,Aygaz,28.8908742,40.9816359
node/4826423021,Unknown Station,Unknown Brand,29.140873,40.9144783
node/4835446168,Unknown Station,Unknown Brand,29.358626,40.9086602
node/4838961896,Class,Unknown Brand,29.1882859,41.0071529
node/4845792383,BP,BP,28.9796462,41.0414243
node/4845792420,Shell,Shell,28.9673371,41.0405187
node/4845792521,Petro Ofisi,Unknown Brand,28.9664429,41.0416582
node/4845792522,Shell,Shell,28.9680383,41.0381426
node/4845792523,Unknown Station,Unknown Brand,28.9734829,41.0384552
node/4845792524,Unknown Station,Unknown Brand,28.9726479,41.0388062
node/4845792525,Total Milangaz,TotalEnergies,28.9775232,41.0398116
node/4846902293,Total,TotalEnergies,28.8178457,41.0118047
node/4846902294,Unknown Station,Unknown Brand,28.8243738,41.0154366
node/4846902295,BP,BP,28.8259069,41.0138923
node/4846902318,Unknown Station,Unknown Brand,28.8513955,41.0334125
node/4846915123,Unknown Station,Unknown Brand,28.852891,41.0367739
node/4846915132,Unknown Station,Unknown Brand,28.8510572,41.0420795
node/4846948582,Opet,Opet,28.9006253,41.0127401
node/4855516912,Alpet,Alpet,28.7095758,40.9936173
node/4855518349,Shell,Shell,28.6768201,41.019443
node/4901564418,Shell,Shell,28.8759011,41.0548455
node/4908865216,Opet,Opet,28.7874784,41.002535
node/4908865534,Petrol Ofisi,Petrol Ofisi,28.8333113,41.0345575
node/4908865535,Unknown Station,Unknown Brand,28.833644,41.0399047
node/4908865540,Unknown Station,Unknown Brand,28.8298889,41.045908
node/4908865541,BP,BP,28.830478,41.0567651
node/4908865542,Kadoil,Kadoil,28.830917,41.058061
node/4908865547,Opet,Opet,28.8311038,41.0588357
node/4908865548,Shell,Shell,28.8314074,41.059952
node/4908865549,Aytemiz,Aytemiz,28.8321172,41.0599766
node/4908893564,BP,BP,28.8950522,40.9950934
node/4924075282,Unknown Station,Unknown Brand,28.7392703,41.1859346
node/4926375965,Petrol Ofisi,Petrol Ofisi,28.8110015,41.0679112
node/4952623932,Petrol Ofisi,Petrol Ofisi,29.0012598,41.0612495
node/4956703288,Unknown Station,Unknown Brand,28.8568809,41.027129
node/4963093911,Türkiye Petrolleri,Türkiye Petrolleri,28.951107,41.0569121
node/4963094240,Petrol Ofisi,Petrol Ofisi,28.9781424,41.0852259
node/4965256366,Petrol Ofisi,Petrol Ofisi,28.7944248,41.0099945
node/4965256582,Unknown Station,Unknown Brand,28.795751,41.0293707
node/4978760118,Petrol Ofisi,Petrol Ofisi,28.8380623,40.9916607
node/4979178070,Opet,Opet,28.785827,40.9853444
node/4986401524,Total,TotalEnergies,28.8229913,41.0313261
node/4992027984,Unknown Station,Unknown Brand,28.6801411,41.033828
node/4992280808,Aytemiz,Aytemiz,28.6251746,41.0598337
node/4992280809,Unknown Station,Unknown Brand,28.6259466,41.0408294
node/4992280814,Shell,Shell,28.6247136,41.0370171
node/4992280815,Unknown Station,Unknown Brand,28.6266991,41.0270519
node/5008916861,BP Veliefendi,BP,28.8842153,40.9881116
node/5022546237,Unknown Station,Unknown Brand,29.3945702,40.903528
node/5022629078,Aytepe petrol,Unknown Brand,29.3511643,40.899745
node/5022629117,Shell,Shell,29.2596818,40.8986284
node/5022629118,Türkiye Petrolleri,Türkiye Petrolleri,29.2541411,40.8975594
node/5022629333,TotalEnergies,TotalEnergies,29.2360378,40.8903882
node/5022636557,Unknown Station,Unknown Brand,29.2226562,40.896725
node/5022636564,Unknown Station,Unknown Brand,29.1515461,40.9134792
node/5022636573,Unknown Station,Unknown Brand,29.1466453,40.9164725
node/5022817283,Shell,Shell,29.2543039,40.8751897
node/5031730251,Petrol Ofisi,Petrol Ofisi,29.2791974,41.0437708
node/5038130206,Unknown Station,Unknown Brand,28.7874587,41.0133611
node/5038131041,Shell,Shell,28.8332033,40.9920052
node/5042266233,Total,TotalEnergies,28.8002098,41.0321189
node/5048210016,Aytemiz Esenyurt Tabela,Aytemiz,28.6875944,41.0216485
node/5048210226,Unknown Station,Unknown Brand,28.695405,41.0134315
node/5050081268,Shell,Shell,29.151039,40.9234235
node/5052683541,Petrol Ofisi,Petrol Ofisi,29.1627223,40.9504382
node/5052765899,Unknown Station,Unknown Brand,29.2156254,40.9667645
node/5052765904,Unknown Station,Unknown Brand,29.2164926,40.9664324
node/5052766527,Unknown Station,Unknown Brand,29.2201602,40.9695598
node/5052766554,Unknown Station,Unknown Brand,29.2202745,40.9806034
node/5052766565,Opet,Opet,29.2261047,40.986969
node/5052833560,Unknown Station,Unknown Brand,29.2231235,40.9927015
node/5053328286,Unknown Station,Unknown Brand,29.2168851,41.0038954
node/5053408890,BP,BP,29.210874,41.0097306
node/5053408891,Petrol Ofisi,Petrol Ofisi,29.2103946,41.0103626
node/5053408898,Unknown Station,Unknown Brand,29.2073884,41.0125502
node/5053409386,Unknown Station,Unknown Brand,29.1912113,41.0136153
node/5053409725,Petrol Ofisi,Petrol Ofisi,29.1777204,41.0165644
node/5053458360,BP,BP,29.171658,41.0181927
node/5056240692,Shell,Shell,29.1295388,40.9293369
node/5057611913,Petrol Ofisi Benzin İstasyonu,Petrol Ofisi,28.8475262,41.0274482
node/5057611914,Unknown Station,Unknown Brand,28.846468,41.0285322
node/5057611934,Unknown Station,Unknown Brand,28.8497953,41.0417944
node/5057636755,Unknown Station,Unknown Brand,28.8335832,41.0540287
node/5057636838,Unknown Station,Unknown Brand,28.8468078,41.0131146
node/5057669024,Shell,Shell,28.8310577,41.0098412
node/5057698664,Milangaz,Unknown Brand,28.7949318,41.0080791
node/5057699129,Shell,Shell,28.7820226,41.0443621
node/5075961008,BP,BP,28.9492848,41.0164313
node/5084178833,Shell,Shell,29.5420488,41.1674095
node/5098722412,Shell,Shell,29.0110721,41.0614084
node/5105359497,Unknown Station,Unknown Brand,28.878253,41.0283367
node/5107277905,Unknown Station,Unknown Brand,29.0302075,41.0165067
node/5107315776,Aytemiz,Aytemiz,29.0353401,41.0047684
node/5107401717,Petrol Ofisi,Petrol Ofisi,28.6439262,40.98367
node/5107498125,Alpet,Alpet,28.6188569,40.9893865
node/5108169540,Unknown Station,Unknown Brand,28.6625701,41.0306299
node/5108170071,Unknown Station,Unknown Brand,28.6575073,41.0316929
node/5108791878,Petrol Ofisi,Petrol Ofisi,28.6676454,40.9887409
node/5110198325,Unknown Station,Unknown Brand,28.9685879,41.0478767
node/5112306755,Unknown Station,Unknown Brand,28.676434,41.0423654
node/5113465273,BP,BP,28.9509568,41.0177752
node/5113486747,Total,TotalEnergies,28.9369637,41.0286169
node/5113592145,BP,BP,28.9368651,41.0070444
node/5113615724,Aytemiz,Aytemiz,28.939052,41.0297906
node/5115935420,Opet,Opet,28.9284307,41.0072114
node/5128217778,Unknown Station,Unknown Brand,28.859229,41.0502394
node/5128217779,Unknown Station,Unknown Brand,28.8581586,41.0522075
node/5128217780,Unknown Station,Unknown Brand,28.8544678,41.0540279
node/5132939928,Unknown Station,Unknown Brand,28.7280349,41.0568105
node/5147134748,Alpet,Alpet,28.8170534,41.1366543
node/5149577694,Petrol Ofisi,Petrol Ofisi,29.2485139,40.9717653
node/5151220720,Unknown Station,Unknown Brand,29.2699856,40.967791
node/5151430409,Total,TotalEnergies,29.2659915,40.9697013
node/5158327351,Unknown Station,Unknown Brand,29.2852556,40.9406294
node/5208250439,Shell,Shell,29.2916233,40.9605351
node/5229773921,Unknown Station,Unknown Brand,29.2204988,40.8792929
node/5244129822,Lukoil,Lukoil,29.1758465,40.9902534
node/5244796137,Opet Tahtakale,Opet,28.968297,41.0151886
node/5244801830,Kumkapi TotalEnergies,TotalEnergies,28.9725372,41.0017886
