sensor,n_points,centroid_lat,centroid_lon,max_brightness,sum_frp,max_frp,earliest_detection,latest_detection,duration_hours,centroid_area_label,dataset,region,month
modis,2,37.2127,40.0962,335.1,67.6,43.3,2025-07-02 00:18:00,2025-07-02 00:18:00,0.0,Mardin,clstrd_20250625_35d_turkey,Mardin,2025-07-01
viirs,4,49.46234249999999,34.68548,,67.22,19.4,2023-03-23 11:00:00,2023-03-23 11:00:00,0.0,Poltava,clstrd_20221001_180d_ukraine,Poltava,2023-03-01
viirs,4,48.35621,26.45698,,67.0,20.62,2023-02-24 10:14:00,2023-02-24 11:06:00,0.8666666666666667,Chernivtsi,clstrd_20221001_180d_ukraine,Chernivtsi,2023-02-01
viirs,2,46.98220499999999,32.65687,,66.03999999999999,34.66,2023-03-23 10:08:00,2023-03-23 10:08:00,0.0,Mykolayiv,clstrd_20221001_180d_ukraine,Mykolayiv,2023-03-01
modis,2,36.56269999999999,32.4204,328.7,66.0,43.2,2025-07-25 19:03:00,2025-07-25 19:03:00,0.0,Antalya,clstrd_20250625_35d_turkey,Antalya,2025-07-01
viirs,4,37.3005475,37.136175,,65.1,29.51,2025-07-12 09:29:00,2025-07-12 09:52:00,0.3833333333333333,Gaziantep,clstrd_20250625_35d_turkey,Gaziantep,2025-07-01
viirs,4,48.01050000000001,38.1585725,,64.95,22.04,2022-10-18 11:24:00,2022-10-18 11:24:00,0.0,Donets'k,clstrd_20221001_180d_ukraine,Donets'k,2022-10-01
viirs,2,39.456665,27.619285,,64.85,59.3,2025-07-04 10:20:00,2025-07-04 10:43:00,0.3833333333333333,Balikesir,clstrd_20250625_35d_turkey,Balikesir,2025-07-01
modis,2,37.25725,40.06575,347.0,64.8,39.0,2025-06-26 06:59:00,2025-06-26 06:59:00,0.0,Mardin,clstrd_20250625_35d_turkey,Mardin,2025-06-01
viirs,3,45.81459666666666,33.49223666666666,,63.07,22.68,2023-03-08 10:40:00,2023-03-08 10:40:00,0.0,Crimea,clstrd_20221001_180d_ukraine,Crimea,2023-03-01
viirs,6,38.75526,39.15528333333334,,62.03000000000001,12.64,2025-07-29 10:51:00,2025-07-29 11:14:00,0.3833333333333333,Elazığ,clstrd_20250625_35d_turkey,Elazığ,2025-07-01
viirs,3,37.05453333333333,40.17328666666668,,61.77,21.61,2025-07-05 10:23:00,2025-07-05 10:23:00,0.0,Mardin,clstrd_20250625_35d_turkey,Mardin,2025-07-01
viirs,7,49.14412428571429,31.488291428571426,,61.65,11.01,2022-10-29 09:38:00,2022-10-29 10:27:00,0.8166666666666667,Cherkasy,clstrd_20221001_180d_ukraine,Cherkasy,2022-10-01
viirs,6,41.4865,27.365998333333337,,61.33,13.23,2025-07-09 12:08:00,2025-07-09 12:08:00,0.0,Kirklareli,clstrd_20250625_35d_turkey,Kirklareli,2025-07-01
viirs,3,37.04525666666667,27.27354,,61.11,25.34,2025-07-27 10:11:00,2025-07-27 10:11:00,0.0,Mugla,clstrd_20250625_35d_turkey,Mugla,2025-07-01
viirs,3,37.03977333333333,35.22305,,59.98,24.17,2025-07-01 11:38:00,2025-07-01 11:38:00,0.0,Adana,clstrd_20250625_35d_turkey,Adana,2025-07-01
modis,2,39.7949,37.08725,328.9,59.8,30.8,2025-07-17 07:40:00,2025-07-17 07:40:00,0.0,Sivas,clstrd_20250625_35d_turkey,Sivas,2025-07-01
viirs,3,38.46119333333333,42.79088000000001,,59.57,23.85,2025-07-03 10:38:00,2025-07-03 11:01:00,0.3833333333333333,Van,clstrd_20250625_35d_turkey,Van,2025-07-01
viirs,7,36.34267857142856,33.84244857142857,,59.370000000000005,10.57,2025-07-26 10:07:00,2025-07-26 10:29:00,0.3666666666666666,Mersin,clstrd_20250625_35d_turkey,Mersin,2025-07-01
viirs,3,37.634773333333335,38.09905333333334,,58.9,21.06,2025-07-22 11:22:00,2025-07-22 11:22:00,0.0,Adiyaman,clstrd_20250625_35d_turkey,Adiyaman,2025-07-01
viirs,3,37.26683666666666,41.07937,,58.73,24.78,2025-06-29 10:35:00,2025-06-29 10:35:00,0.0,Mardin,clstrd_20250625_35d_turkey,Mardin,2025-06-01
viirs,5,50.71470800000001,24.379714000000003,,58.58,26.4,2023-03-23 11:01:00,2023-03-23 11:50:00,0.8166666666666667,Volyn,clstrd_20221001_180d_ukraine,Volyn,2023-03-01
viirs,4,38.1682275,37.815285,,58.09,23.27,2025-07-12 09:52:00,2025-07-12 11:33:00,1.6833333333333331,Malatya,clstrd_20250625_35d_turkey,Malatya,2025-07-01
viirs,8,51.3079425,33.89141,,57.8,10.61,2023-03-21 09:06:00,2023-03-21 11:39:00,2.55,Sumy,clstrd_20221001_180d_ukraine,Sumy,2023-03-01
modis,2,48.3768,36.25985,330.0,57.6,32.4,2022-10-08 10:24:00,2022-10-08 10:24:00,0.0,Dnipropetrovs'k,clstrd_20221001_180d_ukraine,Dnipropetrovs'k,2022-10-01
viirs,3,47.60287999999999,35.73805666666667,,57.41,25.76,2023-03-04 10:15:00,2023-03-04 11:04:00,0.8166666666666667,Zaporizhia,clstrd_20221001_180d_ukraine,Zaporizhia,2023-03-01
viirs,3,46.94857,32.508590000000005,,56.81999999999999,24.63,2023-03-04 10:15:00,2023-03-04 10:15:00,0.0,Mykolayiv,clstrd_20221001_180d_ukraine,Mykolayiv,2023-03-01
viirs,2,39.81785000000001,32.09669,,55.82,29.6,2025-07-17 09:59:00,2025-07-17 09:59:00,0.0,Ankara,clstrd_20250625_35d_turkey,Ankara,2025-07-01
viirs,5,41.359986,27.375756000000003,,55.75,18.29,2025-07-27 11:53:00,2025-07-27 11:53:00,0.0,Kirklareli,clstrd_20250625_35d_turkey,Kirklareli,2025-07-01
viirs,4,49.01195,32.77946,,54.66000000000001,26.93,2023-03-22 09:39:00,2023-03-22 10:27:00,0.8,Cherkasy,clstrd_20221001_180d_ukraine,Cherkasy,2023-03-01
viirs,3,46.12019,33.82443000000001,,54.010000000000005,23.27,2022-10-06 09:17:00,2022-10-06 09:17:00,0.0,Crimea,clstrd_20221001_180d_ukraine,Crimea,2022-10-01
viirs,4,39.3684625,34.20102,,53.43,16.22,2025-07-27 11:29:00,2025-07-27 11:29:00,0.0,Kirsehir,clstrd_20250625_35d_turkey,Kirsehir,2025-07-01
viirs,2,47.85878,33.44964,,52.21,31.8,2023-02-21 23:25:00,2023-02-21 23:25:00,0.0,Dnipropetrovs'k,clstrd_20221001_180d_ukraine,Dnipropetrovs'k,2023-02-01
viirs,7,50.00197142857143,32.420178571428565,,51.43,11.51,2023-03-21 09:58:00,2023-03-21 11:38:00,1.6666666666666667,Poltava,clstrd_20221001_180d_ukraine,Poltava,2023-03-01
viirs,3,37.39040666666666,37.19915666666666,,51.28,21.3,2025-07-08 10:44:00,2025-07-08 11:07:00,0.3833333333333333,K. Maras,clstrd_20250625_35d_turkey,K. Maras,2025-07-01
viirs,5,51.272046,31.783738000000007,,50.98,14.33,2022-10-15 09:50:00,2022-10-15 11:30:00,1.6666666666666667,Chernihiv,clstrd_20221001_180d_ukraine,Chernihiv,2022-10-01
modis,2,39.16685000000001,39.0445,332.8,50.6,26.3,2025-07-25 11:29:00,2025-07-25 11:29:00,0.0,Tunceli,clstrd_20250625_35d_turkey,Tunceli,2025-07-01
viirs,2,50.26159,31.157025,,50.18,32.43,2023-03-20 09:25:00,2023-03-20 09:25:00,0.0,Kiev,clstrd_20221001_180d_ukraine,Kiev,2023-03-01
modis,2,49.45895,31.45385,320.7,48.8,25.5,2023-03-14 08:55:00,2023-03-14 08:55:00,0.0,Cherkasy,clstrd_20221001_180d_ukraine,Cherkasy,2023-03-01
modis,2,41.21664999999999,27.739400000000003,328.5,47.6,25.0,2025-07-13 08:19:00,2025-07-13 08:19:00,0.0,Tekirdag,clstrd_20250625_35d_turkey,Tekirdag,2025-07-01
viirs,2,47.19815,31.80546,,47.33,25.91,2023-02-08 11:54:00,2023-02-08 11:54:00,0.0,Mykolayiv,clstrd_20221001_180d_ukraine,Mykolayiv,2023-02-01
viirs,3,47.69214333333333,34.75120333333333,,47.25,15.75,2023-03-02 10:01:00,2023-03-02 10:01:00,0.0,Dnipropetrovs'k,clstrd_20221001_180d_ukraine,Dnipropetrovs'k,2023-03-01
viirs,2,40.88161,34.898365,,46.98,24.89,2025-07-10 11:48:00,2025-07-10 11:49:00,0.0166666666666666,Çorum,clstrd_20250625_35d_turkey,Çorum,2025-07-01
viirs,3,51.97944000000001,33.22456666666667,,46.86,15.62,2023-03-20 10:17:00,2023-03-20 10:17:00,0.0,Chernihiv,clstrd_20221001_180d_ukraine,Chernihiv,2023-03-01
viirs,3,48.52702333333334,26.581556666666668,,46.1,19.77,2023-03-14 11:17:00,2023-03-14 11:17:00,0.0,Khmel'nyts'kyy,clstrd_20221001_180d_ukraine,Khmel'nyts'kyy,2023-03-01
viirs,2,37.56901499999999,28.031405,,45.89,25.91,2025-07-04 12:00:00,2025-07-04 12:00:00,0.0,Aydin,clstrd_20250625_35d_turkey,Aydin,2025-07-01
viirs,4,49.015325,33.77611,,45.28,22.13,2023-03-21 09:57:00,2023-03-21 10:46:00,0.8166666666666667,Poltava,clstrd_20221001_180d_ukraine,Poltava,2023-03-01
viirs,2,37.577675,38.03162,,45.22,39.61,2025-06-29 10:35:00,2025-06-29 10:35:00,0.0,Adiyaman,clstrd_20250625_35d_turkey,Adiyaman,2025-06-01
viirs,3,40.698483333333336,26.085796666666667,,44.53,32.23,2025-07-27 11:30:00,2025-07-27 11:52:00,0.3666666666666666,Edirne,clstrd_20250625_35d_turkey,Edirne,2025-07-01
viirs,2,46.95434,32.67204500000001,,44.5,25.27,2023-02-17 09:57:00,2023-02-17 09:57:00,0.0,Mykolayiv,clstrd_20221001_180d_ukraine,Mykolayiv,2023-02-01
viirs,3,36.82614666666666,37.64537666666666,,44.41,21.27,2025-07-01 09:35:00,2025-07-01 09:58:00,0.3833333333333333,Gaziantep,clstrd_20250625_35d_turkey,Gaziantep,2025-07-01
viirs,4,39.2981925,30.707055,,44.15,14.38,2025-07-04 10:20:00,2025-07-04 10:20:00,0.0,Eskisehir,clstrd_20250625_35d_turkey,Eskisehir,2025-07-01
viirs,3,49.58065000000001,23.49362333333333,,44.15,20.74,2023-03-19 11:24:00,2023-03-19 12:16:00,0.8666666666666667,L'viv,clstrd_20221001_180d_ukraine,L'viv,2023-03-01
viirs,4,48.4263675,29.607145000000003,,44.12,11.03,2022-11-03 11:24:00,2022-11-03 11:24:00,0.0,Vinnytsya,clstrd_20221001_180d_ukraine,Vinnytsya,2022-11-01
viirs,3,48.29973666666666,33.84583666666666,,44.09,18.84,2022-10-09 10:53:00,2022-10-09 10:53:00,0.0,Dnipropetrovs'k,clstrd_20221001_180d_ukraine,Dnipropetrovs'k,2022-10-01
viirs,3,40.18546666666666,31.494353333333333,,44.05,16.77,2025-06-26 09:52:00,2025-06-26 09:52:00,0.0,Ankara,clstrd_20250625_35d_turkey,Ankara,2025-06-01
viirs,3,37.33282,33.096756666666664,,43.69,20.57,2025-07-27 11:29:00,2025-07-27 11:29:00,0.0,Karaman,clstrd_20250625_35d_turkey,Karaman,2025-07-01
viirs,4,37.8678,27.9025375,,43.2,10.8,2025-07-27 11:52:00,2025-07-27 11:52:00,0.0,Aydin,clstrd_20250625_35d_turkey,Aydin,2025-07-01
viirs,2,48.47467,30.975195000000003,,42.98,29.47,2022-11-09 12:01:00,2022-11-09 12:01:00,0.0,Kirovohrad,clstrd_20221001_180d_ukraine,Kirovohrad,2022-11-01
viirs,3,48.89270666666666,35.78963666666667,,42.97,22.1,2022-11-13 11:37:00,2022-11-13 11:37:00,0.0,Dnipropetrovs'k,clstrd_20221001_180d_ukraine,Dnipropetrovs'k,2022-11-01
viirs,5,51.37978199999999,31.25038,,42.78999999999999,11.62,2023-03-21 09:07:00,2023-03-21 10:47:00,1.6666666666666667,Chernihiv,clstrd_20221001_180d_ukraine,Chernihiv,2023-03-01
viirs,4,37.37054750000001,36.768262500000006,,42.78,11.75,2025-06-27 09:33:00,2025-06-27 11:13:00,1.6666666666666667,K. Maras,clstrd_20250625_35d_turkey,K. Maras,2025-06-01
viirs,2,36.21226,32.51874,,42.44,23.92,2025-07-28 00:12:00,2025-07-28 00:12:00,0.0,Antalya,clstrd_20250625_35d_turkey,Antalya,2025-07-01
viirs,2,39.863205,30.807905000000005,,41.86,23.19,2025-07-06 11:46:00,2025-07-06 11:46:00,0.0,Eskisehir,clstrd_20250625_35d_turkey,Eskisehir,2025-07-01
viirs,4,39.6794525,44.4698575,,41.85,13.13,2025-07-09 08:46:00,2025-07-09 09:08:00,0.3666666666666666,Agri,clstrd_20250625_35d_turkey,Agri,2025-07-01
viirs,6,37.400335000000005,37.189945,,41.84,7.3,2025-06-30 22:37:00,2025-06-30 22:37:00,0.0,K. Maras,clstrd_20250625_35d_turkey,K. Maras,2025-06-01
viirs,4,41.7779925,26.897445,,41.34,15.7,2025-06-29 11:55:00,2025-06-29 12:18:00,0.3833333333333333,Edirne,clstrd_20250625_35d_turkey,Edirne,2025-06-01
viirs,3,36.34772,33.46153,,41.1,19.1,2025-07-03 11:00:00,2025-07-03 11:00:00,0.0,Mersin,clstrd_20250625_35d_turkey,Mersin,2025-07-01
viirs,3,46.78792000000001,32.046020000000006,,40.98,16.08,2023-03-03 11:23:00,2023-03-03 11:23:00,0.0,Mykolayiv,clstrd_20221001_180d_ukraine,Mykolayiv,2023-03-01
viirs,3,37.060300000000005,27.358716666666663,,40.87,26.5,2025-06-30 11:35:00,2025-06-30 11:57:00,0.3666666666666666,Mugla,clstrd_20250625_35d_turkey,Mugla,2025-06-01
viirs,2,47.788245,32.184855,,40.59,31.53,2023-02-10 10:28:00,2023-02-10 11:17:00,0.8166666666666667,Kirovohrad,clstrd_20221001_180d_ukraine,Kirovohrad,2023-02-01
viirs,4,48.41354249999999,26.9870125,,40.400000000000006,19.76,2023-02-18 11:19:00,2023-02-18 11:19:00,0.0,Chernivtsi,clstrd_20221001_180d_ukraine,Chernivtsi,2023-02-01
viirs,2,50.05299,28.060555,,40.0,22.23,2023-03-23 09:21:00,2023-03-23 09:21:00,0.0,Zhytomyr,clstrd_20221001_180d_ukraine,Zhytomyr,2023-03-01
viirs,2,37.91732499999999,32.56663,,39.42,22.87,2025-07-04 10:42:00,2025-07-04 10:42:00,0.0,Konya,clstrd_20250625_35d_turkey,Konya,2025-07-01
viirs,4,37.18882249999999,36.8641325,,39.08,11.13,2025-06-27 11:13:00,2025-06-27 11:13:00,0.0,Gaziantep,clstrd_20250625_35d_turkey,Gaziantep,2025-06-01
viirs,4,40.64186,27.127202500000003,,38.790000000000006,10.56,2025-06-25 11:52:00,2025-06-25 11:52:00,0.0,Tekirdag,clstrd_20250625_35d_turkey,Tekirdag,2025-06-01
viirs,3,45.974463333333325,33.95585,,38.69,16.72,2023-03-09 10:21:00,2023-03-09 11:10:00,0.8166666666666667,Crimea,clstrd_20221001_180d_ukraine,Crimea,2023-03-01
viirs,4,48.4561025,29.6342525,,38.55,13.86,2022-10-29 10:27:00,2022-10-29 12:08:00,1.6833333333333331,Vinnytsya,clstrd_20221001_180d_ukraine,Vinnytsya,2022-10-01
viirs,6,49.20073999999999,34.535176666666665,,38.21,8.3,2022-12-03 09:30:00,2022-12-03 11:10:00,1.6666666666666667,Poltava,clstrd_20221001_180d_ukraine,Poltava,2022-12-01
viirs,5,50.226986,32.874996,,38.14,8.95,2023-03-21 09:06:00,2023-03-21 10:46:00,1.6666666666666667,Poltava,clstrd_20221001_180d_ukraine,Poltava,2023-03-01
viirs,3,48.45210333333333,31.54913333333333,,38.13,21.63,2023-03-20 11:05:00,2023-03-20 11:05:00,0.0,Kirovohrad,clstrd_20221001_180d_ukraine,Kirovohrad,2023-03-01
viirs,2,36.81694999999999,37.348145,,38.01,19.81,2025-07-12 09:29:00,2025-07-12 09:29:00,0.0,Kilis,clstrd_20250625_35d_turkey,Kilis,2025-07-01
viirs,5,39.22529,37.824226,,37.59,8.15,2025-07-29 09:34:00,2025-07-29 09:34:00,0.0,Sivas,clstrd_20250625_35d_turkey,Sivas,2025-07-01
viirs,4,41.101125,28.2130575,,37.260000000000005,10.77,2025-07-02 23:16:00,2025-07-02 23:39:00,0.3833333333333333,Istanbul,clstrd_20250625_35d_turkey,Istanbul,2025-07-01
viirs,6,48.19638166666667,30.43355833333333,,36.42,6.76,2022-10-21 10:28:00,2022-10-21 11:17:00,0.8166666666666667,Kirovohrad,clstrd_20221001_180d_ukraine,Kirovohrad,2022-10-01
viirs,2,50.38464999999999,26.16191,,36.08,18.04,2023-03-23 11:01:00,2023-03-23 11:01:00,0.0,Rivne,clstrd_20221001_180d_ukraine,Rivne,2023-03-01
viirs,2,37.51809,35.532105,,36.06,19.38,2025-07-25 10:26:00,2025-07-25 10:48:00,0.3666666666666666,Adana,clstrd_20250625_35d_turkey,Adana,2025-07-01
viirs,4,45.88977249999999,33.723932500000004,,35.980000000000004,11.58,2023-02-25 09:55:00,2023-02-25 10:46:00,0.85,Crimea,clstrd_20221001_180d_ukraine,Crimea,2023-02-01
viirs,5,49.81136199999999,30.092804,,35.9,9.46,2022-10-05 00:41:00,2022-10-05 01:30:00,0.8166666666666667,Kiev,clstrd_20221001_180d_ukraine,Kiev,2022-10-01
viirs,4,51.736135,26.6985175,,35.51,10.56,2023-03-19 11:25:00,2023-03-19 12:17:00,0.8666666666666667,Rivne,clstrd_20221001_180d_ukraine,Rivne,2023-03-01
viirs,3,41.90535333333335,26.923293333333334,,35.37,18.4,2025-06-26 11:11:00,2025-06-26 11:33:00,0.3666666666666666,Edirne,clstrd_20250625_35d_turkey,Edirne,2025-06-01
viirs,3,41.48370333333333,27.31540333333333,,34.89,13.46,2025-07-12 11:34:00,2025-07-12 11:34:00,0.0,Kirklareli,clstrd_20250625_35d_turkey,Kirklareli,2025-07-01
viirs,3,50.31442333333334,28.601146666666665,,34.64,13.05,2023-03-22 12:08:00,2023-03-22 12:09:00,0.0166666666666666,Zhytomyr,clstrd_20221001_180d_ukraine,Zhytomyr,2023-03-01
viirs,2,51.306115000000005,31.487275,,34.6,23.88,2023-03-20 10:17:00,2023-03-20 10:17:00,0.0,Chernihiv,clstrd_20221001_180d_ukraine,Chernihiv,2023-03-01
viirs,2,49.246295,34.41236,,34.42,17.21,2023-03-23 10:08:00,2023-03-23 10:08:00,0.0,Poltava,clstrd_20221001_180d_ukraine,Poltava,2023-03-01
viirs,3,49.37540999999999,23.347853333333333,,34.21,14.3,2023-03-19 12:16:00,2023-03-19 12:16:00,0.0,L'viv,clstrd_20221001_180d_ukraine,L'viv,2023-03-01
viirs,2,49.46737499999999,23.728725000000004,,33.88,18.26,2023-03-23 11:49:00,2023-03-23 11:49:00,0.0,L'viv,clstrd_20221001_180d_ukraine,L'viv,2023-03-01
viirs,3,40.05617333333333,27.563513333333336,,33.63,11.21,2025-07-15 11:55:00,2025-07-15 11:55:00,0.0,Balikesir,clstrd_20250625_35d_turkey,Balikesir,2025-07-01
viirs,3,48.70195333333333,25.928473333333333,,32.550000000000004,11.49,2023-03-23 11:00:00,2023-03-23 11:00:00,0.0,Ternopil',clstrd_20221001_180d_ukraine,Ternopil',2023-03-01
viirs,4,50.04800499999999,34.060335,,31.66,9.94,2022-10-01 00:15:00,2022-10-01 00:15:00,0.0,Poltava,clstrd_20221001_180d_ukraine,Poltava,2022-10-01
viirs,3,40.39744666666667,35.17930666666667,,31.4,12.63,2025-07-11 11:29:00,2025-07-11 11:29:00,0.0,Çorum,clstrd_20250625_35d_turkey,Çorum,2025-07-01
viirs,4,48.60403,31.2024925,,31.379999999999995,9.29,2022-10-31 11:30:00,2022-10-31 11:30:00,0.0,Kirovohrad,clstrd_20221001_180d_ukraine,Kirovohrad,2022-10-01
viirs,3,36.99416333333333,37.05263,,31.23,10.95,2025-07-17 09:35:00,2025-07-17 09:58:00,0.3833333333333333,Kilis,clstrd_20250625_35d_turkey,Kilis,2025-07-01
viirs,2,51.06363499999999,33.932475,,30.9,15.45,2023-03-28 10:15:00,2023-03-28 10:15:00,0.0,Sumy,clstrd_20221001_180d_ukraine,Sumy,2023-03-01
viirs,3,45.36816666666666,34.285756666666664,,30.78,13.2,2023-03-07 10:07:00,2023-03-07 11:48:00,1.6833333333333331,Crimea,clstrd_20221001_180d_ukraine,Crimea,2023-03-01
viirs,4,36.232655,32.5189475,,30.53,10.6,2025-07-25 22:46:00,2025-07-26 00:49:00,2.05,Antalya,clstrd_20250625_35d_turkey,Antalya,2025-07-01
viirs,2,39.575525,32.10329,,30.45,17.08,2025-07-29 09:34:00,2025-07-29 09:34:00,0.0,Ankara,clstrd_20250625_35d_turkey,Ankara,2025-07-01
viirs,4,38.0688625,38.468245,,30.39,12.48,2025-07-29 09:33:00,2025-07-29 10:51:00,1.3,Adiyaman,clstrd_20250625_35d_turkey,Adiyaman,2025-07-01
viirs,4,50.38475,35.260275,,30.32,10.92,2022-12-06 11:05:00,2022-12-06 11:06:00,0.0166666666666666,Sumy,clstrd_20221001_180d_ukraine,Sumy,2022-12-01
viirs,4,48.7563725,32.761015,,29.7,8.78,2023-03-23 10:08:00,2023-03-23 11:00:00,0.8666666666666667,Kirovohrad,clstrd_20221001_180d_ukraine,Kirovohrad,2023-03-01
viirs,2,38.31755,31.12385,,29.59,17.18,2025-07-15 10:14:00,2025-07-15 10:14:00,0.0,Isparta,clstrd_20250625_35d_turkey,Isparta,2025-07-01
viirs,4,49.11195999999999,23.810305,,29.58,8.65,2023-03-10 11:44:00,2023-03-10 11:44:00,0.0,L'viv,clstrd_20221001_180d_ukraine,L'viv,2023-03-01
viirs,2,37.810855,38.612545,,29.57,18.09,2025-07-13 11:14:00,2025-07-13 11:14:00,0.0,Adiyaman,clstrd_20250625_35d_turkey,Adiyaman,2025-07-01
viirs,3,41.52261333333333,26.886903333333333,,29.450000000000003,11.6,2025-06-25 11:30:00,2025-06-25 11:52:00,0.3666666666666666,Edirne,clstrd_20250625_35d_turkey,Edirne,2025-06-01
viirs,2,37.77973,38.577035,,29.4,17.17,2025-06-28 09:14:00,2025-06-28 09:14:00,0.0,Adiyaman,clstrd_20250625_35d_turkey,Adiyaman,2025-06-01
viirs,3,36.87069666666667,37.53463333333334,,29.22,15.34,2025-07-01 11:16:00,2025-07-01 11:16:00,0.0,Gaziantep,clstrd_20250625_35d_turkey,Gaziantep,2025-07-01
viirs,3,49.42258333333333,30.429146666666668,,29.09,18.83,2022-11-01 10:22:00,2022-11-01 11:11:00,0.8166666666666667,Kiev,clstrd_20221001_180d_ukraine,Kiev,2022-11-01
viirs,2,41.890415,26.940755000000003,,28.82,15.18,2025-06-28 12:14:00,2025-06-28 12:14:00,0.0,Edirne,clstrd_20250625_35d_turkey,Edirne,2025-06-01
viirs,3,38.40358333333333,30.797110000000004,,28.57,12.11,2025-07-26 10:07:00,2025-07-26 11:48:00,1.6833333333333331,Afyon,clstrd_20250625_35d_turkey,Afyon,2025-07-01
viirs,2,49.96293,28.893420000000003,,28.52,14.7,2023-02-25 09:56:00,2023-02-25 09:56:00,0.0,Zhytomyr,clstrd_20221001_180d_ukraine,Zhytomyr,2023-02-01
viirs,2,38.53043999999999,35.811045,,28.44,18.17,2025-07-24 10:45:00,2025-07-24 10:45:00,0.0,Kayseri,clstrd_20250625_35d_turkey,Kayseri,2025-07-01
viirs,2,39.26173499999999,40.23996,,28.270000000000003,14.81,2025-07-14 10:32:00,2025-07-14 10:55:00,0.3833333333333333,Bingöl,clstrd_20250625_35d_turkey,Bingöl,2025-07-01
viirs,2,37.879595,42.169785000000005,,27.62,14.89,2025-06-26 11:09:00,2025-06-26 11:10:00,0.0166666666666666,Siirt,clstrd_20250625_35d_turkey,Siirt,2025-06-01
viirs,2,50.542585,30.659935000000004,,27.44,16.28,2022-10-10 09:44:00,2022-10-10 11:24:00,1.6666666666666667,Kiev,clstrd_20221001_180d_ukraine,Kiev,2022-10-01
viirs,3,49.75705,23.03717666666667,,27.38,12.96,2023-03-13 11:37:00,2023-03-13 12:29:00,0.8666666666666667,L'viv,clstrd_20221001_180d_ukraine,L'viv,2023-03-01
viirs,2,39.168795,39.04815,,27.36,21.97,2025-07-25 09:09:00,2025-07-25 10:49:00,1.6666666666666667,Tunceli,clstrd_20250625_35d_turkey,Tunceli,2025-07-01
viirs,2,48.66961499999999,31.021645,,27.28,13.64,2023-03-25 10:23:00,2023-03-25 10:23:00,0.0,Kirovohrad,clstrd_20221001_180d_ukraine,Kirovohrad,2023-03-01
viirs,4,37.8708375,38.4443475,,27.01,9.15,2025-07-03 09:20:00,2025-07-03 09:20:00,0.0,Adiyaman,clstrd_20250625_35d_turkey,Adiyaman,2025-07-01
viirs,3,37.31740333333334,28.07161333333333,,26.91,14.84,2025-07-25 10:26:00,2025-07-25 10:49:00,0.3833333333333333,Mugla,clstrd_20250625_35d_turkey,Mugla,2025-07-01
viirs,2,40.09448999999999,38.29034,,26.26,17.37,2025-07-29 10:51:00,2025-07-29 10:51:00,0.0,Sivas,clstrd_20250625_35d_turkey,Sivas,2025-07-01
viirs,3,51.20494,28.654476666666667,,26.090000000000003,9.53,2022-11-01 09:31:00,2022-11-01 10:22:00,0.85,Zhytomyr,clstrd_20221001_180d_ukraine,Zhytomyr,2022-11-01
viirs,2,37.09823,44.338085,,26.04,17.34,2025-07-02 09:38:00,2025-07-02 10:57:00,1.3166666666666669,Hakkari,clstrd_20250625_35d_turkey,Hakkari,2025-07-01
viirs,2,38.85777,41.619105000000005,,25.64,13.94,2025-07-24 10:45:00,2025-07-24 10:45:00,0.0,Mus,clstrd_20250625_35d_turkey,Mus,2025-07-01
viirs,2,38.62767,38.46101,,25.52,13.7,2025-06-25 11:29:00,2025-06-25 11:29:00,0.0,Elazığ,clstrd_20250625_35d_turkey,Elazığ,2025-06-01
viirs,2,38.776065,30.332140000000003,,25.51,16.72,2025-07-09 10:26:00,2025-07-09 10:26:00,0.0,Afyon,clstrd_20250625_35d_turkey,Afyon,2025-07-01
viirs,2,36.27929,33.801615,,25.46,14.13,2025-06-29 10:13:00,2025-06-29 10:13:00,0.0,Mersin,clstrd_20250625_35d_turkey,Mersin,2025-06-01
viirs,3,36.892696666666666,37.52981666666667,,25.02,10.68,2025-07-02 11:19:00,2025-07-02 11:19:00,0.0,Gaziantep,clstrd_20250625_35d_turkey,Gaziantep,2025-07-01
viirs,3,41.27648333333334,27.53464,,24.24,12.06,2025-07-13 10:52:00,2025-07-13 11:15:00,0.3833333333333333,Kirklareli,clstrd_20250625_35d_turkey,Kirklareli,2025-07-01
viirs,2,37.86294,29.299285,,24.07,13.96,2025-07-16 11:35:00,2025-07-16 11:35:00,0.0,Denizli,clstrd_20250625_35d_turkey,Denizli,2025-07-01
viirs,3,41.03948666666668,28.5393,,24.05,8.19,2025-07-12 11:11:00,2025-07-12 11:11:00,0.0,Istanbul,clstrd_20250625_35d_turkey,Istanbul,2025-07-01
viirs,2,37.03832,30.874265,,23.94,18.82,2025-07-25 22:46:00,2025-07-25 23:09:00,0.3833333333333333,Antalya,clstrd_20250625_35d_turkey,Antalya,2025-07-01
viirs,2,40.145965,27.936555,,23.8,16.67,2025-06-26 11:10:00,2025-06-26 11:33:00,0.3833333333333333,Balikesir,clstrd_20250625_35d_turkey,Balikesir,2025-06-01
viirs,2,40.19504499999999,32.22877,,23.450000000000003,12.73,2025-07-15 10:14:00,2025-07-15 10:14:00,0.0,Ankara,clstrd_20250625_35d_turkey,Ankara,2025-07-01
viirs,3,48.25776333333332,26.43936,,23.25,11.03,2023-03-13 11:36:00,2023-03-13 11:36:00,0.0,Chernivtsi,clstrd_20221001_180d_ukraine,Chernivtsi,2023-03-01
